tweet,message,match,polarity
1296,RT DonaldJTrumpJr Doing his best to destroy what s left of New York GovRonDeSantis in Florida should send him a serious thank you note,"thank, best, destroy",positive
1297,RT maedforart COMMISSION FOR A CAUSE Me and my family were affected by the heavy storm I decided to reopen commission help,,neutral
1298,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1299,RT ArtistCortes St Martin Winter edouardcortes cortes,,neutral
1300,RT josstheboss The Chinese Flu is looking very American,,neutral
1301,RT faedreamz Goku20302030 lol its ok jus rlly cold in the winter so taking content is a lil harder,cold,negative
1302,RT josstheboss The Chinese Flu is looking very American,,neutral
1303,OGEA officers have spoken at the board meeting tonight about need for safety as OGSD considers a return to in p,,neutral
1304,RT immharvic Twitter header People who are affected with UlyssesPH badly needs our help If you guys can spare even a small amount,badly,negative
1305,RT toby dorena Once again Democrats do NOT care about public safety MAGA DemocratsAreDangerous DemocratsTheEnemyWithin notmuchelse,,neutral
1306,Online Auction 20 packages for you to bid on Neebing Fire Rescue Association,,neutral
1307,RT wspd3pio ThursdayThoughts Winter driving tips 101 Defrost or scrape all your windows in car before not just a 4 b,,neutral
1308,agentilis92 JustinWolfers Not as much covid but that s why I lumped in other accidents and the flu,,neutral
1309,A thread to discuss,,neutral
1310,RT aespa official Be MY ae Chilling all together KARINA GISELLE WINTER,,neutral
1311,RT josstheboss The Chinese Flu is looking very American,,neutral
1312,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1313,RT josstheboss The Chinese Flu is looking very American,,neutral
1314,RT csduke5 ProjectLincoln realDonaldTrump My father was an AF Flight Surgeon in the Korean War uncle a Navy Psychologist tha,,neutral
1315,chillwig I m not at your advanced age but find myself still holding it over my head while sitting around and n,advanced,positive
1316,RT hooliyah It s literally so that kids have no where to go after school some place stay until they can be safety picked up,,neutral
1317,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1318,RT 1776Stonewall I m raising money for Care Cats Click to Donate care dozens of cats outdoor and indoor the bills are pi,,neutral
1319,RT MgS 2011 So here you have it KenneyGov is so partisan that need to hire a lobbyist with the right political pedigree be hea,"partisan, right",neutral
1320,RT rachelRACH10 Adding on to this NY and NJ were able endure the Spring surge largely because of ICU nurses that came in from out,,neutral
1321,RT RepValDemings Governor DeSantis has hired an unqualified conspiracy theorist and Ohio sports blogger as part of Florida s COVID 19 res,"conspiracy, unqualified",negative
1322,Congrats Democrats keep everyone in moms basement on the cpu collecting beanie babies for rest of their lives,,neutral
1323,RT josstheboss The Chinese Flu is looking very American,,neutral
1324,RT iBlackula Suicide figures are up 200 since lockdown Could 2 followers please copy and re post this tweet Call 1 833 456 4566 CAN,,neutral
1325,RT NHULSports Because of the pandemic Ivy League Council Presidents on Thursday decided that league schools will not conduct inte,,neutral
1326,RT picphysicians 2 PIC has 9 FluVaccine Facts that will help you understand the science and be able to have calm conversations about,calm,positive
1327,RT vinz6199 96 Canada now ABetterTime,,neutral
1328,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
1329,RT josstheboss The Chinese Flu is looking very American,,neutral
1330,RT josstheboss The Chinese Flu is looking very American,,neutral
1331,RT josstheboss The Chinese Flu is looking very American,,neutral
1332,dejamignon Then power back in December the winter belongs to 50,,neutral
1333,2020 Autumn and Winter Leopard Print Round Neck Irregular Long Sleeve Women s Top Sweatshirt newyear gift,,neutral
1334,RT Qtah17 Skyline view of the Swamp Calm before Storm Goodnight Patriots God Bless America,,neutral
1335,RT RickMcConnell15 Why Because clueless Justin and his cabinet of idiots leave everything up to the Premier s avoid blame when shit g,"idiots, shit, clueless, blame",negative
1336,PaulaReidCBS realDonaldTrump CBSNews NicoleSganga benstracy Donald Trump will be too busy dealing with all the,,neutral
1337,RT FiveThirtyEight Why this election was a perfect storm for disinformation,perfect,positive
1338,RT missy mona Join Twitter storm today at 5 UmarKhalidKoRihaKaro,,neutral
1339,RT celestiialune please read the room and don t tweet about it being perfect cuddle sex weather rn because THERE ARE PEOPLE IN NEED O,perfect,positive
1340,RT BladesHockey We know him,,neutral
1341,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1342,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1343,RT JoPaterson14 I m sick of this BS covid crap It s the usual flu and yeah ordinary kill over 70 with underlying conditions Ha,"sick, kill, crap",negative
1344,RT josstheboss The Chinese Flu is looking very American,,neutral
1345,Tiger Woods bucks his Masters history with opening 68 has been published on Canada News M,,neutral
1346,RT josstheboss The Chinese Flu is looking very American,,neutral
1347,RT jakesfleur don t forget to watch enhypen s first guesting tonight on TGC Teen 2020 Winter from 5PM 8PM KST,,neutral
1348,RT josstheboss The Chinese Flu is looking very American,,neutral
1349,RT ColbyCohen36 Local Twitter I m opening a outdoor skating rink in Egg Harbor township NJ need to hire about 15 20 skate guards,,neutral
1350,RT josstheboss The Chinese Flu is looking very American,,neutral
1351,RT josstheboss The Chinese Flu is looking very American,,neutral
1352,RT minjeong kr 201113 WINTER AESPA aespa official TRANS Winter Kim Minjeong Past Pictures Middle School She looks,,neutral
1353,RT josstheboss The Chinese Flu is looking very American,,neutral
1354,Off the table,,neutral
1355,mmpadellan I just asked the nurse practitioner who gave me my flu shot this question today You most certainly can,,neutral
1356,juan elder PattyArquette HiraethResists be safe canada ur gonna keep hockey alive lt 3 goknightsgo,safe,positive
1357,AmandaFlorent Girl Their version of a snow ball It taste like Italian ice tho kinda,like,positive
1358,RT JeanieBuss My dearest Lakers fans there will be a day we can watch the team together in person but just not now The do th,fans,positive
1359,RT peanutbataa247 Syoya in Colors Beret and Glasses Boy JO1 Shine A Light Starlight Safety Zone MONSTAR Be With Y,,neutral
1360,RT aespapic WINTER voice message,,neutral
1361,Our numbers here doubled when the college opened They aren t doing typical fall break are putting in,"break, fall",negative
1362,RT josstheboss The Chinese Flu is looking very American,,neutral
1363,Walmart I tried through Canada at 11am this morning mid check out of stock again with a,,neutral
1364,RT packydesmond ABetterTime 1 Worldwide Trends Ukraine Ghana Nigeria UAE Canada South Africa,,neutral
1365,RT ohio son You re a radical leftist who should be called before McCarthy style hearing in the Senate exposed for you,radical,negative
1366,RT CellStrategic What a shame Another sinister incident of minority oppression amp exploitation in the pseudo state NaPakistan There i,"shame, oppression, sinister, exploitation",negative
1367,RT josstheboss The Chinese Flu is looking very American,,neutral
1368,RT remindersph praying for everyone s safety Keep God is listening Better days will come soon,,neutral
1369,summer,,neutral
1370,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1371,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1372,RT SpencerFernando WATCH Poilievre Slams Trudeau Government For Canada Having Worst Economy In The G7,,neutral
1373,RT Kryzazy A winter tire company called Snow Me The Money,,neutral
1374,RT josstheboss The Chinese Flu is looking very American,,neutral
1375,RT josstheboss The Chinese Flu is looking very American,,neutral
1376,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1377,KaitMarieox Shouldn t we all strive to sacrifice a little bit of our freedom for the safety others,freedom,positive
1378,RT aespa official Be MY ae Chilling all together KARINA GISELLE WINTER,,neutral
1379,RT CloydRivers CoronaVirus isn t Trump s fault Ebola and Swine Flu weren Obama SARS wasn Bush Only a handf,fault,negative
1380,Justin isRight PierrePoilievre JustinTrudeau liberal party Kgb soldier in 1984 summarizes precisely what is hap,precisely,positive
1381,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1382,Explore Jewish life on more than 200 campuses in the U S and Canada at Hillel s first ever virtual college fair No,fair,positive
1383,RT sidney chest Was at my Doctor yesterday He asked me if I wanted a FLU SHOT ANSWERED WHY HEAR ZERO REPORTS ON THE MY DO,,neutral
1384,Well said,,neutral
1385,Same Can hardly wait Bring on the snow,,neutral
1386,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1387,I just turned 20 in August and kid you not have found 5 white hairs over the year,,neutral
1388,Suckers and Losers Right,,neutral
1389,RT josstheboss The Chinese Flu is looking very American,,neutral
1390,20 11 13 SAMSUNG CANADA Instagram Update Jungkook using JK hts,,neutral
